Language,Branch,Dialect,Source,Segment,Type,Notes
Tedim,Northern,?,Otsuka2014,k,consonant,
Tedim,Northern,?,Otsuka2014,g,consonant,
Tedim,Northern,?,Otsuka2014,x,consonant,
Tedim,Northern,?,Otsuka2014,ŋ,consonant,
Tedim,Northern,?,Otsuka2014,ʔ,consonant,
Tedim,Northern,?,Otsuka2014,h,consonant,
Tedim,Northern,?,Otsuka2014,i,vowel,
Tedim,Northern,?,Otsuka2014,iː,vowel,
Tedim,Northern,?,Otsuka2014,e,vowel,
Tedim,Northern,?,Otsuka2014,ɛː,vowel,
Tedim,Northern,?,Otsuka2014,a,vowel,
Tedim,Northern,?,Otsuka2014,aː,vowel,
Tedim,Northern,?,Otsuka2014,u,vowel,
Tedim,Northern,?,Otsuka2014,uː,vowel,
Tedim,Northern,?,Otsuka2014,o,vowel,
Tedim,Northern,?,Otsuka2014,ɔː,vowel,
Tedim,Northern,?,Otsuka2014,iu,vowel,
Tedim,Northern,?,Otsuka2014,ia,vowel,
Tedim,Northern,?,Otsuka2014,ei,vowel,
Tedim,Northern,?,Otsuka2014,ɛːi,vowel,
Tedim,Northern,?,Otsuka2014,eu,vowel,
Tedim,Northern,?,Otsuka2014,ɛ:u,vowel,
Tedim,Northern,?,Otsuka2014,ɑi,vowel,
Tedim,Northern,?,Otsuka2014,ɑu,vowel,
Tedim,Northern,?,Otsuka2014,ɑːu,vowel,
Tedim,Northern,?,Otsuka2014,ou,vowel,
Tedim,Northern,?,Otsuka2014,oi,vowel,
Tedim,Northern,?,Otsuka2014,ɔːi,vowel,
Tedim,Northern,?,Otsuka2014,ui,vowel,
Tedim,Northern,?,Otsuka2014,uːi,vowel,
Tedim,Northern,?,Otsuka2014,ua,vowel,
Tedim,Northern,?,Otsuka2014,iɑi,vowel,
Tedim,Northern,?,Otsuka2014,iɑu,vowel,
Tedim,Northern,?,Otsuka2014,uɑi,vowel,
Tedim,Northern,?,Otsuka2014,uɑu,vowel,
Tedim,Northern,?,Otsuka2014,iei,vowel,
Tedim,Northern,?,Otsuka2014,uou,vowel,
Thado,Northern,?,Haokip,p,consonant,
Thado,Northern,?,Haokip,pʰ,consonant,
Thado,Northern,?,Haokip,b,consonant,
Thado,Northern,?,Haokip,v,consonant,
Thado,Northern,?,Haokip,m,consonant,
Thado,Northern,?,Haokip,t,consonant,
Thado,Northern,?,Haokip,tʰ,consonant,
Thado,Northern,?,Haokip,d,consonant,
Thado,Northern,?,Haokip,s,consonant,
Thado,Northern,?,Haokip,z,consonant,
Thado,Northern,?,Haokip,tʃ,consonant,
Thado,Northern,?,Haokip,n,consonant,
Thado,Northern,?,Haokip,r,consonant,
Thado,Northern,?,Haokip,l̥,consonant,
Thado,Northern,?,Haokip,l,consonant,
Thado,Northern,?,Haokip,k,consonant,
Thado,Northern,?,Haokip,g,consonant,
Thado,Northern,?,Haokip,x,consonant,
Thado,Northern,?,Haokip,ŋ,consonant,
Thado,Northern,?,Haokip,ʔ,consonant,
Thado,Northern,?,Haokip,h,consonant,
Thado,Northern,?,Haokip,i,vowel,
Thado,Northern,?,Haokip,ɛ,vowel,
Thado,Northern,?,Haokip,ə,vowel,
Thado,Northern,?,Haokip,a,vowel,
Thado,Northern,?,Haokip,u,vowel,
Thado,Northern,?,Haokip,o,vowel,
Thado,Northern,?,Haokip,ɔ,vowel,
Thado,Northern,?,Haokip,ai,vowel,
Thado,Northern,?,Haokip,ui,vowel,
Thado,Northern,?,Haokip,ei,vowel,
Thado,Northern,?,Haokip,ie,vowel,
Thado,Northern,?,Haokip,əu,vowel,
Thado,Northern,?,Haokip,au,vowel,
Thado,Northern,?,Haokip,eu,vowel,
Thado,Northern,?,Haokip,iu,vowel,
Thado,Northern,?,Haokip,ɔi,vowel,
Thado,Northern,?,Haokip,oi,vowel,
Thado,Northern,?,Haokip,ou,vowel,
Thado,Northern,?,Haokip,ɔu,vowel,
Zophei,Maraic,Tlawngrang,Lotven,p,consonant,
Zophei,Maraic,Tlawngrang,Lotven,pʰ,consonant,
Zophei,Maraic,Tlawngrang,Lotven,b,consonant,
Zophei,Maraic,Tlawngrang,Lotven,f,consonant,
Zophei,Maraic,Tlawngrang,Lotven,v,consonant,
Zophei,Maraic,Tlawngrang,Lotven,m̥,consonant,
Zophei,Maraic,Tlawngrang,Lotven,m,consonant,
Zophei,Maraic,Tlawngrang,Lotven,t,consonant,
Zophei,Maraic,Tlawngrang,Lotven,tʰ,consonant,
Zophei,Maraic,Tlawngrang,Lotven,d,consonant,
Zophei,Maraic,Tlawngrang,Lotven,s,consonant,
Zophei,Maraic,Tlawngrang,Lotven,z,consonant,
Zophei,Maraic,Tlawngrang,Lotven,ts,consonant,
Zophei,Maraic,Tlawngrang,Lotven,tsʰ,consonant,
Zophei,Maraic,Tlawngrang,Lotven,tɬ,consonant,
Zophei,Maraic,Tlawngrang,Lotven,tl,consonant,
Zophei,Maraic,Tlawngrang,Lotven,n̥,consonant,
Zophei,Maraic,Tlawngrang,Lotven,n,consonant,
Zophei,Maraic,Tlawngrang,Lotven,l̥,consonant,
Zophei,Maraic,Tlawngrang,Lotven,l,consonant,
Zophei,Maraic,Tlawngrang,Lotven,ɹ̥,consonant,
Zophei,Maraic,Tlawngrang,Lotven,ɹ,consonant,
Zophei,Maraic,Tlawngrang,Lotven,k,consonant,
Zophei,Maraic,Tlawngrang,Lotven,kʰ,consonant,
Zophei,Maraic,Tlawngrang,Lotven,ŋ,consonant,
Zophei,Maraic,Tlawngrang,Lotven,ʔ,consonant,
Zophei,Maraic,Tlawngrang,Lotven,h,consonant,
Zophei,Maraic,Tlawngrang,Lotven,i,vowel,
Zophei,Maraic,Tlawngrang,Lotven,iː,vowel,
Zophei,Maraic,Tlawngrang,Lotven,e,vowel,
Zophei,Maraic,Tlawngrang,Lotven,eː,vowel,
Zophei,Maraic,Tlawngrang,Lotven,øː,vowel,
Zophei,Maraic,Tlawngrang,Lotven,a,vowel,
Zophei,Maraic,Tlawngrang,Lotven,aː,vowel,
Zophei,Maraic,Tlawngrang,Lotven,u,vowel,
Zophei,Maraic,Tlawngrang,Lotven,uː,vowel,
Zophei,Maraic,Tlawngrang,Lotven,o,vowel,
Zophei,Maraic,Tlawngrang,Lotven,oː,vowel,
Zophei,Maraic,Tlawngrang,Lotven,ui,vowel,
Zophei,Maraic,Tlawngrang,Lotven,ei,vowel,
Zophei,Maraic,Tlawngrang,Lotven,ai,vowel,
Zophei,Maraic,Tlawngrang,Lotven,au,vowel,
Zophei,Maraic,Tlawngrang,Lotven,ue,vowel,
Zophei,Maraic,Tlawngrang,Lotven,ia,vowel,
Zophei,Maraic,Tlawngrang,Lotven,ua,vowel,
Zahau,Central,?,Osburne,p,consonant,
Zahau,Central,?,Osburne,pʰ,consonant,
Zahau,Central,?,Osburne,b,consonant,
Zahau,Central,?,Osburne,f,consonant,
Zahau,Central,?,Osburne,v,consonant,
Zahau,Central,?,Osburne,m̥,consonant,
Zahau,Central,?,Osburne,m,consonant,
Zahau,Central,?,Osburne,w,consonant,
Zahau,Central,?,Osburne,t,consonant,
Zahau,Central,?,Osburne,tʰ,consonant,
Zahau,Central,?,Osburne,d,consonant,
Zahau,Central,?,Osburne,s,consonant,
Zahau,Central,?,Osburne,z,consonant,
Zahau,Central,?,Osburne,tʃ,consonant,
Zahau,Central,?,Osburne,tl,consonant,
Zahau,Central,?,Osburne,tlʰ,consonant,
Zahau,Central,?,Osburne,l̥,consonant,
Zahau,Central,?,Osburne,l,consonant,
Zahau,Central,?,Osburne,n̥,consonant,
Zahau,Central,?,Osburne,n,consonant,
Zahau,Central,?,Osburne,r̥,consonant,
Zahau,Central,?,Osburne,r,consonant,
Zahau,Central,?,Osburne,j,consonant,
Zahau,Central,?,Osburne,k,consonant,
Zahau,Central,?,Osburne,kʰ,consonant,
Zahau,Central,?,Osburne,ŋ̊,consonant,
Zahau,Central,?,Osburne,ŋ,consonant,
Zahau,Central,?,Osburne,ʔ,consonant,
Zahau,Central,?,Osburne,i,vowel,
Zahau,Central,?,Osburne,e,vowel,
Zahau,Central,?,Osburne,u,vowel,
Zahau,Central,?,Osburne,o,vowel,
Zahau,Central,?,Osburne,a,vowel,
Zo,Northern,Tonzang,Button,p,consonant,
Zo,Northern,Tonzang,Button,pʰ,consonant,
Zo,Northern,Tonzang,Button,b,consonant,
Zo,Northern,Tonzang,Button,v,consonant,
Zo,Northern,Tonzang,Button,m,consonant,
Zo,Northern,Tonzang,Button,w,consonant,
Zo,Northern,Tonzang,Button,t,consonant,
Zo,Northern,Tonzang,Button,tʰ,consonant,
Zo,Northern,Tonzang,Button,d,consonant,
Zo,Northern,Tonzang,Button,s,consonant,
Zo,Northern,Tonzang,Button,z,consonant,
Zo,Northern,Tonzang,Button,n,consonant,
Zo,Northern,Tonzang,Button,l̥,consonant,
Zo,Northern,Tonzang,Button,l,consonant,
Zo,Northern,Tonzang,Button,j,consonant,
Zo,Northern,Tonzang,Button,k,consonant,
Zo,Northern,Tonzang,Button,g,consonant,
Zo,Northern,Tonzang,Button,x,consonant,
Zo,Northern,Tonzang,Button,ŋ,consonant,
Zo,Northern,Tonzang,Button,ʔ,consonant,
Zo,Northern,Tonzang,Button,h,consonant,
Zo,Northern,Tonzang,Button,i,vowel,
Zo,Northern,Tonzang,Button,e,vowel,
Zo,Northern,Tonzang,Button,a,vowel,
Zo,Northern,Tonzang,Button,u,vowel,
Zo,Northern,Tonzang,Button,o,vowel,
Zo,Northern,Tonzang,Button,ei,vowel,
Zo,Northern,Tonzang,Button,ai,vowel,
Zo,Northern,Tonzang,Button,ui,vowel,
Zo,Northern,Tonzang,Button,oi,vowel,
Zo,Northern,Tonzang,Button,eu,vowel,
Zo,Northern,Tonzang,Button,au,vowel,
Zo,Northern,Tonzang,Button,ou,vowel,
Zotung,Maraic,?,Shintani2015,p,consonant,
Zotung,Maraic,?,Shintani2015,pʰ,consonant,
Zotung,Maraic,?,Shintani2015,ɓ,consonant,
Zotung,Maraic,?,Shintani2015,f,consonant,
Zotung,Maraic,?,Shintani2015,θ,consonant,
Zotung,Maraic,?,Shintani2015,v,consonant,
Zotung,Maraic,?,Shintani2015,m,consonant,
Zotung,Maraic,?,Shintani2015,w,consonant,
Zotung,Maraic,?,Shintani2015,t,consonant,
Zotung,Maraic,?,Shintani2015,tʰ,consonant,
Zotung,Maraic,?,Shintani2015,ɗ,consonant,
Zotung,Maraic,?,Shintani2015,s,consonant,
Zotung,Maraic,?,Shintani2015,n,consonant,
Zotung,Maraic,?,Shintani2015,r,consonant,
Zotung,Maraic,?,Shintani2015,l,consonant,
Zotung,Maraic,?,Shintani2015,c,consonant,
Zotung,Maraic,?,Shintani2015,cʰ,consonant,
Zotung,Maraic,?,Shintani2015,ɕ,consonant,
Zotung,Maraic,?,Shintani2015,ɲ,consonant,
Zotung,Maraic,?,Shintani2015,j,consonant,
Zotung,Maraic,?,Shintani2015,k,consonant,
Zotung,Maraic,?,Shintani2015,kʰ,consonant,
Zotung,Maraic,?,Shintani2015,ŋ,consonant,
Zotung,Maraic,?,Shintani2015,ʔ,consonant,
Zotung,Maraic,?,Shintani2015,h,consonant,
Zotung,Maraic,?,Shintani2015,i,vowel,
Zotung,Maraic,?,Shintani2015,e,vowel,
Zotung,Maraic,?,Shintani2015,æ,vowel,
Zotung,Maraic,?,Shintani2015,ə,vowel,
Zotung,Maraic,?,Shintani2015,a,vowel,
Zotung,Maraic,?,Shintani2015,ɯ,vowel,
Zotung,Maraic,?,Shintani2015,u,vowel,
Zotung,Maraic,?,Shintani2015,o,vowel,
