"Language","Dialect","Source","Segment","Type","Notes","Place_of_Articulation","Manner","Voicing","Aspiration","Vowel_Type","Height","Backness","Rounding","Length","Nasalization"
"Matu","","Shintani","sʰ","consonant","","alveolar","fricative","voiceless","aspirated","","","","","",""
"Matu","","Shintani","n","consonant","","alveolar","nasal","voiced","unaspirated","","","","","",""
"Matu","","Shintani","r̥","consonant","","alveolar","trill","voiceless","unaspirated","","","","","",""
"Matu","","Shintani","r","consonant","","alveolar","trill","voiced","unaspirated","","","","","",""
"Matu","","Shintani","l̥","consonant","","alveolar","lateral approximant","voiceless","unaspirated","","","","","",""
"Matu","","Shintani","l","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Matu","","Shintani","j","consonant","","palatal","approximant","voiced","unaspirated","","","","","",""
"Matu","","Shintani","k","consonant","","velar","plosive","voiceless","unaspirated","","","","","",""
"Matu","","Shintani","kʰ","consonant","","velar","plosive","voiceless","aspirated","","","","","",""
"Matu","","Shintani","ŋ","consonant","","velar","nasal","voiced","unaspirated","","","","","",""
"Matu","","Shintani","ʔ","consonant","","glottal","plosive","voiceless","unaspirated","","","","","",""
"Matu","","Shintani","h","consonant","","glottal","fricative","voiceless","unaspirated","","","","","",""
"Matu","","Shintani","i","vowel","","","","","","monophthong","high","front","unrounded","short","oral"
"Matu","","Shintani","iː","vowel","","","","","","monophthong","high","front","unrounded","long","oral"
"Matu","","Shintani","e","vowel","","","","","","monophthong","high-mid","front","unrounded","short","oral"
"Matu","","Shintani","eː","vowel","","","","","","monophthong","high-mid","front","unrounded","long","oral"
"Matu","","Shintani","ə","vowel","","","","","","monophthong","mid","central","unrounded","short","oral"
"Matu","","Shintani","əː","vowel","","","","","","monophthong","mid","central","unrounded","long","oral"
"Matu","","Shintani","a","vowel","","","","","","monophthong","low","central","unrounded","short","oral"
"Matu","","Shintani","aː","vowel","","","","","","monophthong","low","central","unrounded","long","oral"
"Matu","","Shintani","ɯ","vowel","","","","","","monophthong","high","back","unrounded","short","oral"
"Matu","","Shintani","ɯː","vowel","","","","","","monophthong","high","back","unrounded","long","oral"
"Matu","","Shintani","u","vowel","","","","","","monophthong","high","back","rounded","short","oral"
"Matu","","Shintani","uː","vowel","","","","","","monophthong","high","back","rounded","long","oral"
"Matu","","Shintani","o","vowel","","","","","","monophthong","high-mid","back","rounded","short","oral"
"Matu","","Shintani","oː","vowel","","","","","","monophthong","high-mid","back","rounded","long","oral"
"Matu","","Shintani","a","vowel","","","","","","monophthong","low","central","unrounded","short","oral"
"Matu","","Shintani","aː","vowel","","","","","","monophthong","low","central","unrounded","long","oral"
"Mindat","Khokhi","Bohnert et al.","p","consonant","","bilabial","plosive","voiceless","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","pʰ","consonant","","bilabial","plosive","voiceless","aspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","b","consonant","","bilabial","plosive","voiced","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","v","consonant","","labiodental","fricative","voiced","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","m̥","consonant","","bilabial","nasal","voiceless","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","m","consonant","","bilabial","nasal","voiced","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","t","consonant","","alveolar","plosive","voiceless","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","tʰ","consonant","","alveolar","plosive","voiceless","aspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","d","consonant","","alveolar","plosive","voiced","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","s","consonant","","alveolar","fricative","voiceless","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","z","consonant","","alveolar","fricative","voiced","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","ts","consonant","","alveolar","affricate","voiceless","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","ɬ","consonant","","alveolar","lateral fricative","voiceless","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","l","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","n̥","consonant","","alveolar","nasal","voiceless","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","n","consonant","","alveolar","nasal","voiced","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","ɕ","consonant","","alveolo-palatal","fricative","voiceless","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","ʑ","consonant","","alveolo-palatal","fricative","voiced","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","ç","consonant","","palatal","fricative","voiceless","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","ʝ","consonant","","palatal","fricative","voiced","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","j","consonant","","palatal","approximant","voiced","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","k","consonant","","velar","plosive","voiceless","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","kʰ","consonant","","velar","plosive","voiceless","aspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","ʁ","consonant","","uvular","fricative","voiced","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","kx","consonant","","velar","affricate","voiceless","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","ŋ̊","consonant","","velar","nasal","voiceless","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","ŋ","consonant","","velar","nasal","voiced","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","ʔ","consonant","","glottal","plosive","voiceless","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","h","consonant","","glottal","fricative","voiceless","unaspirated","","","","","",""
"Mindat","Khokhi","Bohnert et al.","i","vowel","","","","","","monophthong","high","front","unrounded","short","oral"
"Mindat","Khokhi","Bohnert et al.","e","vowel","","","","","","monophthong","high-mid","front","unrounded","short","oral"
"Mindat","Khokhi","Bohnert et al.","a","vowel","","","","","","monophthong","low","central","unrounded","short","oral"
"Mindat","Khokhi","Bohnert et al.","ɨ","vowel","","","","","","monophthong","high","central","unrounded","short","oral"
"Mindat","Khokhi","Bohnert et al.","ʉ","vowel","","","","","","monophthong","high","central","rounded","short","oral"
"Mindat","Khokhi","Bohnert et al.","ə","vowel","","","","","","monophthong","mid","central","unrounded","short","oral"
"Mindat","Khokhi","Bohnert et al.","u","vowel","","","","","","monophthong","high","back","rounded","short","oral"
"Mindat","Khokhi","Bohnert et al.","o","vowel","","","","","","monophthong","high-mid","back","rounded","short","oral"
"Mindat","Khokhi","Bohnert et al.","ɑ","vowel","","","","","","monophthong","low","back","unrounded","short","oral"
"Mindat","Khokhi","Bohnert et al.","ui","vowel","","","","","","diphthong","","","","short",""
"Mindat","Khokhi","Bohnert et al.","œi","vowel","","","","","","diphthong","","","","short",""
"Mindat","Khokhi","Bohnert et al.","ei","vowel","","","","","","diphthong","","","","short",""
"Mindat","Khokhi","Bohnert et al.","oi","vowel","","","","","","diphthong","","","","short",""
"Mizo","Airawl","Weidert, Henderson","p","consonant","","bilabial","plosive","voiceless","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","pʰ","consonant","","bilabial","plosive","voiceless","aspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","b","consonant","","bilabial","plosive","voiced","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","f","consonant","","labiodental","fricative","voiceless","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","v","consonant","","labiodental","fricative","voiced","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","m̥","consonant","","bilabial","nasal","voiceless","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","m","consonant","","bilabial","nasal","voiced","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","t̪","consonant","","dental","plosive","voiceless","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","t̪ʰ","consonant","","dental","plosive","voiceless","aspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","d","consonant","","alveolar","plosive","voiced","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","t","consonant","","alveolar","plosive","voiceless","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","tʰ","consonant","","alveolar","plosive","voiceless","aspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","s","consonant","","alveolar","fricative","voiceless","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","z","consonant","","alveolar","fricative","voiced","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","ts","consonant","","alveolar","affricate","voiceless","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","tsʰ","consonant","","alveolar","affricate","voiceless","aspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","tl","consonant","","alveolar","lateral affricate","voiceless","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","tlʰ","consonant","","alveolar","lateral affricate","voiceless","aspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","n̥","consonant","","alveolar","nasal","voiceless","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","n","consonant","","alveolar","nasal","voiced","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","r̥","consonant","","alveolar","trill","voiceless","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","r","consonant","","alveolar","trill","voiced","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","l̥","consonant","","alveolar","lateral approximant","voiceless","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","l","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","k","consonant","","velar","plosive","voiceless","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","kʰ","consonant","","velar","plosive","voiceless","aspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","ŋ̊","consonant","","velar","nasal","voiceless","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","ŋ","consonant","","velar","nasal","voiced","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","ʔ","consonant","","glottal","plosive","voiceless","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","h","consonant","","glottal","fricative","voiceless","unaspirated","","","","","",""
"Mizo","Airawl","Weidert, Henderson","i","vowel","","","","","","monophthong","high","front","unrounded","short","oral"
"Mizo","Airawl","Weidert, Henderson","iː","vowel","","","","","","monophthong","high","front","unrounded","long","oral"
"Mizo","Airawl","Weidert, Henderson","e","vowel","","","","","","monophthong","high-mid","front","unrounded","short","oral"
"Mizo","Airawl","Weidert, Henderson","eː","vowel","","","","","","monophthong","high-mid","front","unrounded","long","oral"
"Mizo","Airawl","Weidert, Henderson","u","vowel","","","","","","monophthong","high","back","rounded","short","oral"
"Mizo","Airawl","Weidert, Henderson","uː","vowel","","","","","","monophthong","high","back","rounded","long","oral"
"Mizo","Airawl","Weidert, Henderson","o","vowel","","","","","","monophthong","high-mid","back","rounded","short","oral"
"Mizo","Airawl","Weidert, Henderson","oː","vowel","","","","","","monophthong","high-mid","back","rounded","long","oral"
"Mizo","Airawl","Weidert, Henderson","a","vowel","","","","","","monophthong","low","central","unrounded","short","oral"
"Mizo","Airawl","Weidert, Henderson","ia","vowel","","","","","","diphthong","","","","short",""
"Mizo","Airawl","Weidert, Henderson","ua","vowel","","","","","","diphthong","","","","short",""
"Mizo","Airawl","Weidert, Henderson","ei","vowel","","","","","","diphthong","","","","short",""
"Mizo","Airawl","Weidert, Henderson","ai","vowel","","","","","","diphthong","","","","short",""
"Mizo","Airawl","Weidert, Henderson","oi","vowel","","","","","","diphthong","","","","short",""
"Mizo","Airawl","Weidert, Henderson","ui","vowel","","","","","","diphthong","","","","short",""
"Mizo","Airawl","Weidert, Henderson","eu","vowel","","","","","","diphthong","","","","short",""
"Mizo","Airawl","Weidert, Henderson","au","vowel","","","","","","diphthong","","","","short",""
"Mizo","Airawl","Weidert, Henderson","ou","vowel","","","","","","diphthong","","","","short",""
"Mizo","Airawl","Weidert, Henderson","eːi","vowel","","","","","","diphthong","","","","long",""
"Mizo","Airawl","Weidert, Henderson","aːi","vowel","","","","","","diphthong","","","","long",""
"Mizo","Airawl","Weidert, Henderson","oːi","vowel","","","","","","diphthong","","","","long",""
"Mizo","Airawl","Weidert, Henderson","uːi","vowel","","","","","","diphthong","","","","long",""
"Mizo","Airawl","Weidert, Henderson","iːu","vowel","","","","","","diphthong","","","","long",""
"Mizo","Airawl","Weidert, Henderson","eːu","vowel","","","","","","diphthong","","","","long",""
"Mizo","Airawl","Weidert, Henderson","aːu","vowel","","","","","","diphthong","","","","long",""
"Mizo","Airawl","Weidert, Henderson","iai","vowel","","","","","","triphthong","","","","",""
"Mizo","Airawl","Weidert, Henderson","uai","vowel","","","","","","triphthong","","","","",""
"Mizo","Airawl","Weidert, Henderson","iau","vowel","","","","","","triphthong","","","","",""
"Mizo","Airawl","Weidert, Henderson","uau","vowel","","","","","","triphthong","","","","",""
"Mizo","Mizoram","Chhangte","p","consonant","","bilabial","plosive","voiceless","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","pʰ","consonant","","bilabial","plosive","voiceless","aspirated","","","","","",""
"Mizo","Mizoram","Chhangte","b","consonant","","bilabial","plosive","voiced","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","f","consonant","","labiodental","fricative","voiceless","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","v","consonant","","labiodental","fricative","voiced","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","m̥","consonant","","bilabial","nasal","voiceless","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","m","consonant","","bilabial","nasal","voiced","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","t̪","consonant","","dental","plosive","voiceless","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","t̪ʰ","consonant","","dental","plosive","voiceless","aspirated","","","","","",""
"Mizo","Mizoram","Chhangte","d","consonant","","alveolar","plosive","voiced","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","t","consonant","","alveolar","plosive","voiceless","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","tʰ","consonant","","alveolar","plosive","voiceless","aspirated","","","","","",""
"Mizo","Mizoram","Chhangte","s","consonant","","alveolar","fricative","voiceless","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","z","consonant","","alveolar","fricative","voiced","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","tl","consonant","","alveolar","lateral affricate","voiceless","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","tlʰ","consonant","","alveolar","lateral affricate","voiceless","aspirated","","","","","",""
"Mizo","Mizoram","Chhangte","n̥","consonant","","alveolar","nasal","voiceless","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","n","consonant","","alveolar","nasal","voiced","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","r̥","consonant","","alveolar","trill","voiceless","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","r","consonant","","alveolar","trill","voiced","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","l̥","consonant","","alveolar","lateral approximant","voiceless","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","l","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","k","consonant","","velar","plosive","voiceless","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","kʰ","consonant","","velar","plosive","voiceless","aspirated","","","","","",""
"Mizo","Mizoram","Chhangte","ŋ̊","consonant","","velar","nasal","voiceless","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","ŋ","consonant","","velar","nasal","voiced","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","ʔ","consonant","","glottal","plosive","voiceless","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","h","consonant","","glottal","fricative","voiceless","unaspirated","","","","","",""
"Mizo","Mizoram","Chhangte","i","vowel","","","","","","monophthong","high","front","unrounded","short","oral"
"Mizo","Mizoram","Chhangte","iː","vowel","","","","","","monophthong","high","front","unrounded","long","oral"
"Mizo","Mizoram","Chhangte","ɛ","vowel","","","","","","monophthong","low-mid","front","unrounded","short","oral"
"Mizo","Mizoram","Chhangte","ɛː","vowel","","","","","","monophthong","low-mid","front","unrounded","long","oral"
"Mizo","Mizoram","Chhangte","u","vowel","","","","","","monophthong","high","back","rounded","short","oral"
"Mizo","Mizoram","Chhangte","uː","vowel","","","","","","monophthong","high","back","rounded","long","oral"
"Mizo","Mizoram","Chhangte","ɔ","vowel","","","","","","monophthong","low-mid","back","rounded","short","oral"
"Mizo","Mizoram","Chhangte","ɔː","vowel","","","","","","monophthong","low-mid","back","rounded","long","oral"
"Mizo","Mizoram","Chhangte","ɑ","vowel","","","","","","monophthong","low","back","unrounded","short","oral"
"Mizo","Mizoram","Chhangte","iɑ","vowel","","","","","","diphthong","","","","short",""
"Mizo","Mizoram","Chhangte","uɑ","vowel","","","","","","diphthong","","","","short",""
"Mizo","Mizoram","Chhangte","ɛi","vowel","","","","","","diphthong","","","","short",""
"Mizo","Mizoram","Chhangte","ɑi","vowel","","","","","","diphthong","","","","short",""
"Mizo","Mizoram","Chhangte","ɔi","vowel","","","","","","diphthong","","","","short",""
"Mizo","Mizoram","Chhangte","ui","vowel","","","","","","diphthong","","","","short",""
"Mizo","Mizoram","Chhangte","ɛu","vowel","","","","","","diphthong","","","","short",""
"Mizo","Mizoram","Chhangte","ɑu","vowel","","","","","","diphthong","","","","short",""
"Mizo","Mizoram","Chhangte","ɔu","vowel","","","","","","diphthong","","","","short",""
"Mizo","Mizoram","Chhangte","ɛːi","vowel","","","","","","diphthong","","","","long",""
"Mizo","Mizoram","Chhangte","ɑːi","vowel","","","","","","diphthong","","","","long",""
"Mizo","Mizoram","Chhangte","ɔːi","vowel","","","","","","diphthong","","","","long",""
"Mizo","Mizoram","Chhangte","uːi","vowel","","","","","","diphthong","","","","long",""
"Mizo","Mizoram","Chhangte","iːu","vowel","","","","","","diphthong","","","","long",""
"Mizo","Mizoram","Chhangte","ɛːu","vowel","","","","","","diphthong","","","","long",""
"Mizo","Mizoram","Chhangte","ɑːu","vowel","","","","","","diphthong","","","","long",""
"Mizo","Mizoram","Chhangte","iɑi","vowel","","","","","","triphthong","","","","",""
"Mizo","Mizoram","Chhangte","uɑi","vowel","","","","","","triphthong","","","","",""
"Mizo","Mizoram","Chhangte","iɑu","vowel","","","","","","triphthong","","","","",""
"Mizo","Mizoram","Chhangte","uɑu","vowel","","","","","","triphthong","","","","",""
"Mro Khimi","Wakun","Hornéy","p","consonant","","bilabial","plosive","voiceless","unaspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","pʰ","consonant","","bilabial","plosive","voiceless","aspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","b","consonant","","bilabial","plosive","voiced","unaspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","f","consonant","","labiodental","fricative","voiceless","unaspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","v","consonant","","labiodental","fricative","voiced","unaspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","m","consonant","","bilabial","nasal","voiced","unaspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","t","consonant","","alveolar","plosive","voiceless","unaspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","tʰ","consonant","","alveolar","plosive","voiceless","aspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","d","consonant","","alveolar","plosive","voiced","unaspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","s","consonant","","alveolar","fricative","voiceless","unaspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","sʰ","consonant","","alveolar","fricative","voiceless","aspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","n","consonant","","alveolar","nasal","voiced","unaspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","ɹ","consonant","","alveolar","approximant","voiced","unaspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","l","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","j","consonant","","palatal","approximant","voiced","unaspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","k","consonant","","velar","plosive","voiceless","unaspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","kʰ","consonant","","velar","plosive","voiceless","aspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","g","consonant","","velar","plosive","voiced","unaspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","χ","consonant","","uvular","fricative","voiceless","unaspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","ʔ","consonant","","glottal","plosive","voiceless","unaspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","h","consonant","","glottal","fricative","voiceless","unaspirated","","","","","",""
"Mro Khimi","Wakun","Hornéy","i","vowel","","","","","","monophthong","high","front","unrounded","short","oral"
"Mro Khimi","Wakun","Hornéy","y","vowel","","","","","","monophthong","high","front","rounded","short","oral"
"Mro Khimi","Wakun","Hornéy","ĩ","vowel","","","","","","monophthong","high","front","unrounded","short","nasalized"
"Mro Khimi","Wakun","Hornéy","ỹ","vowel","","","","","","monophthong","high","front","rounded","short","nasalized"
"Mro Khimi","Wakun","Hornéy","ɪ","vowel","","","","","","monophthong","near-high","near-front","unrounded","short","oral"
"Mro Khimi","Wakun","Hornéy","ʏ","vowel","","","","","","monophthong","near-high","near-front","rounded","short","oral"
"Mro Khimi","Wakun","Hornéy","e","vowel","","","","","","monophthong","high-mid","front","unrounded","short","oral"
"Mro Khimi","Wakun","Hornéy","ø","vowel","","","","","","monophthong","high-mid","front","rounded","short","oral"
"Mro Khimi","Wakun","Hornéy","ẽ","vowel","","","","","","monophthong","high-mid","front","unrounded","short","nasalized"
"Mro Khimi","Wakun","Hornéy","ø̃","vowel","","","","","","monophthong","high-mid","front","rounded","short","nasalized"
"Mro Khimi","Wakun","Hornéy","ɛ","vowel","","","","","","monophthong","low-mid","front","unrounded","short","oral"
"Mro Khimi","Wakun","Hornéy","ɛ̃","vowel","","","","","","monophthong","low-mid","front","unrounded","short","nasalized"
"Mro Khimi","Wakun","Hornéy","a","vowel","","","","","","monophthong","low","central","unrounded","short","oral"
"Mro Khimi","Wakun","Hornéy","ã","vowel","","","","","","monophthong","low","central","unrounded","short","nasalized"
"Mro Khimi","Wakun","Hornéy","ɯ","vowel","","","","","","monophthong","high","back","unrounded","short","oral"
"Mro Khimi","Wakun","Hornéy","u","vowel","","","","","","monophthong","high","back","rounded","short","oral"
"Mro Khimi","Wakun","Hornéy","ɯ̃","vowel","","","","","","monophthong","high","back","unrounded","short","nasalized"
"Mro Khimi","Wakun","Hornéy","ũ","vowel","","","","","","monophthong","high","back","rounded","short","nasalized"
"Mro Khimi","Wakun","Hornéy","ɤ","vowel","","","","","","monophthong","high-mid","back","unrounded","short","oral"
"Mro Khimi","Wakun","Hornéy","ɤ̃","vowel","","","","","","monophthong","high-mid","back","unrounded","short","nasalized"
"Mro Khimi","Wakun","Hornéy","o","vowel","","","","","","monophthong","high-mid","back","rounded","short","oral"
"Mro Khimi","Wakun","Hornéy","õ","vowel","","","","","","monophthong","high-mid","back","rounded","short","nasalized"
"Mro Khimi","Wakun","Hornéy","ɑ","vowel","","","","","","monophthong","low","back","unrounded","short","oral"
"Mro Khimi","Wakun","Hornéy","ɒ","vowel","","","","","","monophthong","low","back","rounded","short","oral"
"Mro Khimi","Wakun","Hornéy","ɑ̃","vowel","","","","","","monophthong","low","back","unrounded","short","nasalized"
"Mro Khimi","Wakun","Hornéy","ɒ̃","vowel","","","","","","monophthong","low","back","rounded","short","nasalized"
"Mro Khimi","Xautau","Hornéy","p","consonant","","bilabial","plosive","voiceless","unaspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","pʰ","consonant","","bilabial","plosive","voiceless","aspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","b","consonant","","bilabial","plosive","voiced","unaspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","f","consonant","","labiodental","fricative","voiceless","unaspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","v","consonant","","labiodental","fricative","voiced","unaspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","m","consonant","","bilabial","nasal","voiced","unaspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","t","consonant","","alveolar","plosive","voiceless","unaspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","tʰ","consonant","","alveolar","plosive","voiceless","aspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","d","consonant","","alveolar","plosive","voiced","unaspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","s","consonant","","alveolar","fricative","voiceless","unaspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","sʰ","consonant","","alveolar","fricative","voiceless","aspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","n","consonant","","alveolar","nasal","voiced","unaspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","ɹ","consonant","","alveolar","approximant","voiced","unaspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","l","consonant","","alveolar","lateral approximant","voiced","unaspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","j","consonant","","palatal","approximant","voiced","unaspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","k","consonant","","velar","plosive","voiceless","unaspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","kʰ","consonant","","velar","plosive","voiceless","aspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","g","consonant","","velar","plosive","voiced","unaspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","χ","consonant","","uvular","fricative","voiceless","unaspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","ʔ","consonant","","glottal","plosive","voiceless","unaspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","h","consonant","","glottal","fricative","voiceless","unaspirated","","","","","",""
"Mro Khimi","Xautau","Hornéy","i","vowel","","","","","","monophthong","high","front","unrounded","short","oral"
"Mro Khimi","Xautau","Hornéy","y","vowel","","","","","","monophthong","high","front","rounded","short","oral"
"Mro Khimi","Xautau","Hornéy","ĩ","vowel","","","","","","monophthong","high","front","unrounded","short","nasalized"
"Mro Khimi","Xautau","Hornéy","ỹ","vowel","","","","","","monophthong","high","front","rounded","short","nasalized"
"Mro Khimi","Xautau","Hornéy","ɪ","vowel","","","","","","monophthong","near-high","near-front","unrounded","short","oral"
"Mro Khimi","Xautau","Hornéy","ʏ","vowel","","","","","","monophthong","near-high","near-front","rounded","short","oral"
"Mro Khimi","Xautau","Hornéy","e","vowel","","","","","","monophthong","high-mid","front","unrounded","short","oral"
"Mro Khimi","Xautau","Hornéy","ø","vowel","","","","","","monophthong","high-mid","front","rounded","short","oral"
"Mro Khimi","Xautau","Hornéy","ẽ","vowel","","","","","","monophthong","high-mid","front","unrounded","short","nasalized"
"Mro Khimi","Xautau","Hornéy","ø̃","vowel","","","","","","monophthong","high-mid","front","rounded","short","nasalized"
"Mro Khimi","Xautau","Hornéy","ɛ","vowel","","","","","","monophthong","low-mid","front","unrounded","short","oral"
"Mro Khimi","Xautau","Hornéy","ɛ̃","vowel","","","","","","monophthong","low-mid","front","unrounded","short","nasalized"
"Mro Khimi","Xautau","Hornéy","a","vowel","","","","","","monophthong","low","central","unrounded","short","oral"
"Mro Khimi","Xautau","Hornéy","ã","vowel","","","","","","monophthong","low","central","unrounded","short","nasalized"
